"WAVE_NUMBER","INTL_ECONOMICIMPACT","STATE_VEHICLES_V1","STATE_VEHICLES_V2","CARBONTAX_COST10PCT","CARBONTAX_COST15DOL","CARBONTAX_COST50DOL","CARBONTAX_SUPPORT_BI","STATE_RPS_ECONOMY","GW_BELIEF","GW_CONCERN","BELIEVER_IMMEDIACY","GOVT_EFFECTIVENESS","GOVT_FED","STATE_NEIGHBORSACT","GASTAX_GOVT","FFTAX_GOVT","CAPTRADE_GOVT_V1","GOVT_EFFECTIVENESS_V2","STATE_RPS_V1","STATE_RPS_V2","STATE_RPS_V2_COST100","STATE_RPS_V3","STATE_RPS_V3_COST25","STATE_RPS_V3_COST50","DEMOG_EDU","DEMOG_POLVIEWS","DEMOG_RELIG","CARBONTAX_SUPPORT"
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(1) Protestant",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(2) Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(3) Somewhat oppose",NA,"Not willing to pay","(2) Somewhat agree","(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,"(2) High school graduate",NA,NA,"Not willing to pay"
"(15) Spring 2016",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(2) Catholic",NA
"(11) Spring 2014",NA,NA,NA,"(4) Strongly oppose",NA,NA,"Not willing to pay",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant","Not willing to pay"
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(2) Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(1) Protestant",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,"(3) No responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Conservative","(1) Protestant",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(1) Protestant",NA
"(16) Fall 2016",NA,NA,NA,"(2) Somewhat support",NA,NA,"Willing to pay",NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant","Willing to pay Revenue Neutral"
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(2) Catholic",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(7) Atheist",NA
"(07) Spring 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(1) Protestant",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(2) Somewhat effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Liberal","(2) Catholic",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(2) Catholic",NA
"(02) Fall 2009",NA,"(1) Strongly support",NA,NA,"(2) Somewhat support",NA,"Willing to pay","(1) Strongly agree","(1) Yes","(02) Somewhat concerned",NA,NA,"(2) Some responsibility","(4) Strongly disagree","(3) Both","(1) Federal","(3) Both",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(4) College  graduate",NA,"(7) Atheist","Willing to pay $15/month"
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,"(3) No responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate",NA,"(2) Catholic",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Conservative","(1) Protestant",NA
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,"(3) No responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Conservative","(1) Protestant",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(2) Catholic",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,"(4) Strongly oppose",NA,NA,NA,NA,NA,"(2) High school graduate","Liberal","(2) Catholic",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(6) Other",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,"(1) Strongly agree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(2) Catholic",NA
"(10) Fall 2013",NA,NA,NA,NA,NA,NA,NA,"(3) Somewhat disagree","(1) Yes",NA,NA,NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,"(5) Graduate or professional degree","Conservative","(1) Protestant",NA
"(02) Fall 2009",NA,"(2) Somewhat support",NA,NA,"(3) Somewhat oppose","(4) Strongly oppose","Not willing to pay","(2) Somewhat agree","(1) Yes","(03) Not too concerned",NA,NA,"(2) Some responsibility","(4) Strongly disagree","(1) Federal","(4) Neither","(3) Both",NA,NA,"(4) Strongly oppose",NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(5) Hindu","Not willing to pay"
"(10) Fall 2013",NA,NA,NA,NA,"(2) Somewhat support",NA,"Willing to pay","(1) Strongly agree","(1) Yes","(02) Somewhat concerned",NA,NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(4) College  graduate","Moderate","(1) Protestant","Willing to pay $15/month"
"(06) Fall 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(1) Protestant",NA
"(17) Spring 2017",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(02) Somewhat concerned",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Conservative","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(4) Strongly oppose",NA,"Not willing to pay","(4) Strongly disagree","(1) Yes","(03) Not too concerned",NA,NA,NA,"(4) Strongly disagree",NA,NA,NA,NA,NA,"(4) Strongly oppose",NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant","Not willing to pay"
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(1) Very effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(1) Protestant",NA
"(10) Fall 2013",NA,NA,NA,NA,"(2) Somewhat support",NA,"Willing to pay","(2) Somewhat agree","(1) Yes",NA,NA,NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,NA,NA,"(3) Somewhat oppose",NA,NA,NA,"(3) Some college or technical school","Moderate","(1) Protestant","Willing to pay $15/month"
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(5) Global warming not happening (volunteered)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(1) Protestant",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Not too effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(2) Catholic",NA
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(5) Hindu",NA
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate",NA,"(4) Muslim",NA
"(10) Fall 2013",NA,NA,NA,NA,"(4) Strongly oppose",NA,"Not willing to pay","(2) Somewhat agree","(2) No","(04) Not concerned at all",NA,NA,NA,"(3) Somewhat disagree",NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(4) College  graduate","Liberal","(6) Other","Not willing to pay"
"(08) Fall 2012",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(6) Other",NA
"(12) Fall 2014",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,"(3) Not too effective",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(7) Atheist",NA
"(09) Spring 2013",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) Somewhat agree",NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(2) Catholic",NA
"(02) Fall 2009",NA,"(3) Somewhat oppose",NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(3) Somewhat disagree","(2) No",NA,NA,NA,"(2) Some responsibility","(2) Somewhat agree","(3) Both","(3) Both","(2) State",NA,NA,"(3) Somewhat oppose",NA,NA,NA,NA,"(3) Some college or technical school",NA,"(2) Catholic","Not willing to pay"
"(14) Fall 2015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(6) Other",NA
"(02) Fall 2009",NA,"(2) Somewhat support",NA,NA,"(2) Somewhat support","(3) Somewhat oppose","Willing to pay","(1) Strongly agree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,"(1) Federal","(3) Both","(2) State",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(3) Some college or technical school",NA,"(6) Other","Willing to pay $15/month"
"(02) Fall 2009",NA,"(1) Strongly support",NA,NA,"(2) Somewhat support","(4) Strongly oppose","Willing to pay","(2) Somewhat agree","(1) Yes","(02) Somewhat concerned",NA,NA,"(1) A great deal of responsibility","(3) Somewhat disagree",NA,"(2) State","(3) Both",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(2) Catholic","Willing to pay $15/month"
"(16) Fall 2016",NA,NA,NA,"(4) Strongly oppose",NA,NA,"Not willing to pay",NA,"(1) Yes","(01) Very concerned",NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(6) Other","Not willing to pay"
"(02) Fall 2009",NA,"(1) Strongly support",NA,NA,"(1) Strongly support","(1) Strongly support","Willing to pay","(1) Strongly agree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility","(1) Strongly agree","(2) State","(1) Federal","(1) Federal",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(3) Some college or technical school",NA,"(2) Catholic","Willing to pay $50/month"
"(02) Fall 2009",NA,"(2) Somewhat support",NA,NA,"(3) Somewhat oppose","(4) Strongly oppose","Not willing to pay","(2) Somewhat agree","(2) No",NA,NA,NA,"(2) Some responsibility","(2) Somewhat agree","(4) Neither","(4) Neither","(2) State",NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(3) Some college or technical school",NA,"(3) Jewish","Not willing to pay"
"(02) Fall 2009",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate",NA,"(6) Other",NA
"(02) Fall 2009",NA,"(3) Somewhat oppose",NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(3) Somewhat disagree","(1) Yes","(02) Somewhat concerned",NA,NA,NA,"(3) Somewhat disagree","(4) Neither","(4) Neither","(4) Neither",NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(2) Catholic","Not willing to pay"
"(02) Fall 2009",NA,"(2) Somewhat support",NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay",NA,NA,NA,NA,NA,"(2) Some responsibility",NA,NA,NA,NA,NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(4) College  graduate",NA,NA,"Not willing to pay"
"(02) Fall 2009",NA,"(1) Strongly support",NA,NA,"(2) Somewhat support","(3) Somewhat oppose","Willing to pay","(2) Somewhat agree","(1) Yes","(02) Somewhat concerned",NA,NA,"(1) A great deal of responsibility","(3) Somewhat disagree","(3) Both","(3) Both","(3) Both",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(4) College  graduate",NA,"(1) Protestant","Willing to pay $15/month"
"(02) Fall 2009",NA,"(2) Somewhat support",NA,NA,"(1) Strongly support","(2) Somewhat support","Willing to pay","(2) Somewhat agree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility","(3) Somewhat disagree","(3) Both","(3) Both","(3) Both",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(4) College  graduate",NA,"(3) Jewish","Willing to pay $50/month"
"(02) Fall 2009",NA,"(2) Somewhat support",NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay",NA,NA,NA,NA,NA,"(1) A great deal of responsibility","(1) Strongly agree","(4) Neither","(4) Neither","(4) Neither",NA,NA,"(2) Somewhat support",NA,NA,NA,NA,"(3) Some college or technical school",NA,"(2) Catholic","Not willing to pay"
"(02) Fall 2009",NA,"(1) Strongly support",NA,NA,"(1) Strongly support","(1) Strongly support","Willing to pay","(2) Somewhat agree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility","(4) Strongly disagree","(3) Both","(3) Both","(3) Both",NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(7) Atheist","Willing to pay $50/month"
"(02) Fall 2009",NA,"(3) Somewhat oppose",NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(1) Strongly agree","(2) No",NA,NA,NA,"(1) A great deal of responsibility","(4) Strongly disagree","(4) Neither","(4) Neither","(4) Neither",NA,NA,"(2) Somewhat support",NA,NA,NA,NA,NA,NA,"(1) Protestant","Not willing to pay"
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate",NA,"(1) Protestant",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(1) Protestant",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate",NA,"(1) Protestant",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(2) Catholic",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate",NA,"(1) Protestant",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(2) Catholic",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(1) Protestant",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate",NA,"(1) Protestant",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(1) Protestant",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree",NA,"(6) Other",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate",NA,"(2) Catholic",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate",NA,"(2) Catholic",NA
"(03) Spring 2010",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school",NA,"(2) Catholic",NA
"(04) Fall 2010",NA,NA,NA,NA,"(3) Somewhat oppose","(3) Somewhat oppose","Not willing to pay","(3) Somewhat disagree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility","(2) Somewhat agree","(4) Neither","(4) Neither","(4) Neither",NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(1) Protestant","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(3) Somewhat oppose","(4) Strongly oppose","Not willing to pay","(2) Somewhat agree","(1) Yes","(03) Not too concerned",NA,NA,"(1) A great deal of responsibility","(3) Somewhat disagree","(2) State","(3) Both","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(3) Somewhat oppose","(3) Somewhat oppose","Not willing to pay",NA,NA,NA,NA,NA,"(1) A great deal of responsibility","(3) Somewhat disagree","(3) Both","(1) Federal","(1) Federal",NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(2) Catholic","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(4) Strongly disagree",NA,NA,NA,NA,"(1) A great deal of responsibility","(2) Somewhat agree","(3) Both","(3) Both","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(4) Strongly disagree","(2) No",NA,NA,NA,"(2) Some responsibility","(2) Somewhat agree","(4) Neither","(4) Neither","(4) Neither",NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(3) Somewhat oppose","(3) Somewhat oppose","Not willing to pay","(2) Somewhat agree","(1) Yes","(01) Very concerned",NA,NA,"(2) Some responsibility","(4) Strongly disagree","(1) Federal","(1) Federal","(4) Neither",NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(2) Catholic","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(2) Somewhat agree","(2) No",NA,NA,NA,"(2) Some responsibility","(4) Strongly disagree","(4) Neither","(1) Federal","(1) Federal",NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(6) Other","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(1) Strongly support","(2) Somewhat support","Willing to pay","(1) Strongly agree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility","(4) Strongly disagree","(3) Both","(3) Both","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(6) Other","Willing to pay $50/month"
"(04) Fall 2010",NA,NA,NA,NA,"(1) Strongly support","(1) Strongly support","Willing to pay","(1) Strongly agree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility","(3) Somewhat disagree","(3) Both","(3) Both","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Liberal","(1) Protestant","Willing to pay $50/month"
"(04) Fall 2010",NA,NA,NA,NA,"(3) Somewhat oppose","(3) Somewhat oppose","Not willing to pay",NA,"(2) No",NA,NA,NA,"(3) No responsibility","(2) Somewhat agree","(3) Both","(4) Neither","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(2) Catholic","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(2) Somewhat support","(3) Somewhat oppose","Willing to pay","(3) Somewhat disagree",NA,NA,NA,NA,"(2) Some responsibility","(2) Somewhat agree","(3) Both","(3) Both","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Moderate","(1) Protestant","Willing to pay $15/month"
"(04) Fall 2010",NA,NA,NA,NA,"(1) Strongly support","(1) Strongly support","Willing to pay",NA,"(1) Yes","(02) Somewhat concerned",NA,NA,"(2) Some responsibility","(3) Somewhat disagree","(3) Both","(1) Federal","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(1) Protestant","Willing to pay $50/month"
"(04) Fall 2010",NA,NA,NA,NA,"(2) Somewhat support","(3) Somewhat oppose","Willing to pay","(3) Somewhat disagree","(1) Yes","(01) Very concerned",NA,NA,"(1) A great deal of responsibility","(4) Strongly disagree","(1) Federal","(3) Both","(4) Neither",NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(6) Other","Willing to pay $15/month"
"(04) Fall 2010",NA,NA,NA,NA,"(3) Somewhat oppose","(3) Somewhat oppose","Not willing to pay","(1) Strongly agree","(1) Yes","(02) Somewhat concerned",NA,NA,"(2) Some responsibility","(1) Strongly agree","(4) Neither",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(1) Protestant","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(2) Somewhat agree","(2) No",NA,NA,NA,"(3) No responsibility","(2) Somewhat agree","(4) Neither","(4) Neither","(4) Neither",NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(2) Catholic","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay",NA,NA,NA,NA,NA,"(1) A great deal of responsibility","(4) Strongly disagree","(4) Neither","(2) State","(4) Neither",NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Moderate","(6) Other","Not willing to pay"
"(04) Fall 2010",NA,NA,NA,NA,"(4) Strongly oppose","(4) Strongly oppose","Not willing to pay","(2) Somewhat agree","(2) No",NA,NA,NA,"(1) A great deal of responsibility","(1) Strongly agree","(3) Both","(3) Both","(3) Both",NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(6) Other","Not willing to pay"
"(18) Fall 2017",NA,"(4) Strongly oppose",NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,"(2) Some responsibility",NA,NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(3) Some college or technical school","Moderate","(2) Catholic",NA
"(18) Fall 2017","(4) Strongly disagree","(2) Somewhat support",NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,"(1) A great deal of responsibility",NA,NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(1) Protestant",NA
"(18) Fall 2017","(2) Somewhat agree","(1) Strongly support",NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,"(2) Some responsibility",NA,NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(3) Some college or technical school","Conservative",NA,NA
"(18) Fall 2017","(4) Strongly disagree","(2) Somewhat support",NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,"(2) Some responsibility",NA,NA,NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,"(2) High school graduate","Conservative","(2) Catholic",NA
"(01) Fall 2008",NA,"(1) Strongly support","(1) Strongly support",NA,NA,NA,NA,"(1) Strongly agree","(1) Yes",NA,"(1) Yes",NA,"(1) A great deal of responsibility","(3) Somewhat disagree",NA,NA,NA,NA,"(1) Strongly support",NA,NA,NA,NA,NA,"(4) College  graduate",NA,NA,NA
"(05) Spring 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(2) High school graduate","Moderate","(1) Protestant",NA
"(05) Spring 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(3) Some college or technical school","Conservative","(1) Protestant",NA
"(05) Spring 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Liberal","(1) Protestant",NA
"(05) Spring 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(2) No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(4) College  graduate","Conservative","(1) Protestant",NA
"(05) Spring 2011",NA,NA,NA,NA,NA,NA,NA,NA,"(1) Yes",NA,"(1) Yes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"(5) Graduate or professional degree","Liberal","(7) Atheist",NA
